momento,posicao
datetime,coord
T
09/19/2018 04:15,-49;-17;0
09/19/2018 04:16,-49;-16;51
09/19/2018 04:17,-49;-16;0
09/19/2018 04:18,-49;-16;0
09/19/2018 04:19,-49;-15;51
09/19/2018 04:20,-50;-15;51
09/19/2018 04:21,-50;-14;51
09/19/2018 04:22,-50;-14;0
09/19/2018 04:23,-50;-13;51
09/19/2018 04:24,-50;-13;0
09/19/2018 04:25,-50;-12;51
09/19/2018 04:26,-50;-12;0
09/19/2018 04:27,-50;-11;51
09/19/2018 04:28,-50;-11;0
09/19/2018 04:29,-51;-10;72.1248916810278
09/19/2018 04:30,-51;-10;0
09/19/2018 04:31,-51;-9;51
09/19/2018 04:32,-51;-9;0
09/19/2018 04:33,-51;-8;51
09/19/2018 04:34,-51;-8;0
09/19/2018 04:35,-51;-7;51
09/19/2018 04:36,-51;-7;0
09/19/2018 04:37,-51;-6;51
09/19/2018 04:38,-51;-6;0
09/19/2018 04:39,-51;-5;51
09/19/2018 04:40,-51;-5;0
09/19/2018 04:41,-51;-4;51
09/19/2018 04:42,-51;-3;51
09/19/2018 04:43,-51;-3;0
09/19/2018 04:44,-51;-2;51
09/19/2018 04:45,-51;-2;0
09/19/2018 04:46,-51;-1;51
09/19/2018 04:47,-51;-1;0
09/19/2018 04:48,-51;1;102
09/19/2018 04:49,-51;1;0
09/19/2018 04:50,-51;2;51
09/19/2018 04:51,-51;2;0
09/19/2018 04:52,-51;3;51
09/19/2018 04:53,-51;3;0
09/19/2018 04:54,-51;4;51
09/19/2018 04:55,-51;4;0
09/19/2018 04:56,-51;5;51
09/19/2018 04:57,-51;5;0
09/19/2018 04:58,-51;6;51
09/19/2018 04:59,-51;6;0
09/19/2018 05:00,-51;7;51
09/19/2018 05:01,-51;7;0
09/19/2018 05:02,-51;8;51
09/19/2018 05:03,-51;8;0
09/19/2018 05:04,-51;9;51
09/19/2018 05:05,-51;9;0
09/19/2018 05:06,-51;10;51
09/19/2018 05:07,-51;10;0
09/19/2018 05:08,-50;11;72.1248916810278
09/19/2018 05:09,-50;11;0
09/19/2018 05:10,-50;12;51
09/19/2018 05:11,-50;12;0
09/19/2018 05:12,-50;13;51
09/19/2018 05:13,-50;13;0
09/19/2018 05:14,-50;14;51
09/19/2018 05:15,-50;14;0
09/19/2018 05:16,-49;15;72.1248916810278
09/19/2018 05:17,-49;15;0
09/19/2018 05:18,-49;16;51
09/19/2018 05:19,-49;16;0
09/19/2018 05:20,-49;17;51
09/19/2018 05:21,-49;17;0
09/19/2018 05:22,-49;18;51
09/19/2018 05:23,-48;18;51
09/19/2018 05:24,-48;19;51
09/19/2018 05:25,-48;19;0
09/19/2018 05:26,-48;19;0
09/19/2018 05:27,-48;20;51
09/19/2018 05:28,-47;20;51
09/19/2018 05:29,-47;21;51
09/19/2018 05:30,-47;21;0
09/19/2018 05:31,-47;22;51
09/19/2018 05:32,-47;22;0
09/19/2018 05:33,-46;23;72.1248916810278
09/19/2018 05:34,-46;23;0
09/19/2018 05:35,-46;24;51
09/19/2018 05:36,-46;24;0
09/19/2018 05:37,-45;25;72.1248916810278
09/19/2018 05:38,-45;25;0
09/19/2018 05:39,-45;25;0
09/19/2018 05:40,-45;26;51
09/19/2018 05:41,-44;26;51
09/19/2018 05:42,-44;27;51
09/19/2018 05:43,-44;27;0
09/19/2018 05:44,-44;28;51
09/19/2018 05:45,-43;28;51
09/19/2018 05:46,-43;29;51
09/19/2018 05:47,-43;29;0
09/19/2018 05:48,-43;29;0
09/19/2018 05:49,-42;30;72.1248916810278
09/19/2018 05:50,-42;30;0
09/19/2018 05:51,-42;31;51
09/19/2018 05:52,-41;31;51
09/19/2018 05:53,-41;31;0
09/19/2018 05:54,-41;32;51
09/19/2018 05:55,-40;32;51
09/19/2018 05:56,-40;33;51
09/19/2018 05:57,-40;33;0
09/19/2018 05:58,-39;33;51
09/19/2018 05:59,-39;34;51
09/19/2018 06:00,-39;34;0
09/19/2018 06:01,-38;35;72.1248916810278
09/19/2018 06:02,-38;35;0
09/19/2018 06:03,-38;35;0
09/19/2018 06:04,-37;36;72.1248916810278
09/19/2018 06:05,-37;36;0
09/19/2018 06:06,-37;36;0
09/19/2018 06:07,-36;37;72.1248916810278
09/19/2018 06:08,-36;37;0
09/19/2018 06:09,-36;37;0
09/19/2018 06:10,-35;38;72.1248916810278
09/19/2018 06:11,-35;38;0
09/19/2018 06:12,-34;39;72.1248916810278
09/19/2018 06:13,-34;39;0
09/19/2018 06:14,-34;39;0
09/19/2018 06:15,-33;40;72.1248916810278
09/19/2018 06:16,-33;40;0
09/19/2018 06:17,-33;40;0
09/19/2018 06:18,-32;40;51
09/19/2018 06:19,-32;41;51
09/19/2018 06:20,-31;41;51
09/19/2018 06:21,-31;41;0
09/19/2018 06:22,-31;42;51
09/19/2018 06:23,-30;42;51
09/19/2018 06:24,-30;42;0
09/19/2018 06:25,-29;43;72.1248916810278
09/19/2018 06:26,-29;43;0
09/19/2018 06:27,-28;43;51
09/19/2018 06:28,-28;43;0
09/19/2018 06:29,-28;44;51
09/19/2018 06:30,-27;44;51
09/19/2018 06:31,-27;44;0
09/19/2018 06:32,-26;45;72.1248916810278
09/19/2018 06:33,-26;45;0
09/19/2018 06:34,-25;45;51
09/19/2018 06:35,-25;45;0
09/19/2018 06:36,-24;46;72.1248916810278
09/19/2018 06:37,-24;46;0
09/19/2018 06:38,-24;46;0
09/19/2018 06:39,-23;46;51
09/19/2018 06:40,-23;46;0
09/19/2018 06:41,-22;47;72.1248916810278
09/19/2018 06:42,-22;47;0
09/19/2018 06:43,-21;47;51
09/19/2018 06:44,-21;47;0
09/19/2018 06:45,-20;47;51
09/19/2018 06:46,-20;48;51
09/19/2018 06:47,-19;48;51
09/19/2018 06:48,-19;48;0
09/19/2018 06:49,-18;48;51
09/19/2018 06:50,-18;48;0
09/19/2018 06:51,-17;49;72.1248916810278
09/19/2018 06:52,-17;49;0
09/19/2018 06:53,-17;49;0
09/19/2018 06:54,-16;49;51
09/19/2018 06:55,-16;49;0
09/19/2018 06:56,-15;49;51
09/19/2018 06:57,-15;50;51
09/19/2018 06:58,-14;50;51
09/19/2018 06:59,-14;50;0
09/19/2018 07:00,-13;50;51
09/19/2018 07:01,-13;50;0
09/19/2018 07:02,-12;50;51
09/19/2018 07:03,-12;50;0
09/19/2018 07:04,-11;50;51
09/19/2018 07:05,-11;50;0
09/19/2018 07:06,-10;51;72.1248916810278
09/19/2018 07:07,-10;51;0
09/19/2018 07:08,-9;51;51
09/19/2018 07:09,-9;51;0
09/19/2018 07:10,-8;51;51
09/19/2018 07:11,-8;51;0
09/19/2018 07:12,-7;51;51
09/19/2018 07:13,-7;51;0
09/19/2018 07:14,-6;51;51
09/19/2018 07:15,-6;51;0
09/19/2018 07:16,-5;51;51
09/19/2018 07:17,-5;51;0
09/19/2018 07:18,-4;51;51
09/19/2018 07:19,-4;51;0
09/19/2018 07:20,-3;51;51
09/19/2018 07:21,-3;51;0
09/19/2018 07:22,-2;51;51
09/19/2018 07:23,-1;51;51
09/19/2018 07:24,-1;51;0
09/19/2018 07:25,1;51;102
09/19/2018 07:26,1;51;0
09/19/2018 07:27,2;51;51
09/19/2018 07:28,2;51;0
09/19/2018 07:29,3;51;51
09/19/2018 07:30,3;51;0
09/19/2018 07:31,4;51;51
09/19/2018 07:32,4;51;0
09/19/2018 07:33,5;51;51
09/19/2018 07:34,5;51;0
09/19/2018 07:35,6;51;51
09/19/2018 07:36,6;51;0
09/19/2018 07:37,7;51;51
09/19/2018 07:38,7;51;0
09/19/2018 07:39,8;51;51
09/19/2018 07:40,8;51;0
09/19/2018 07:41,9;51;51
09/19/2018 07:42,9;51;0
09/19/2018 07:43,10;51;51
09/19/2018 07:44,10;51;0
09/19/2018 07:45,11;50;72.1248916810278
09/19/2018 07:46,11;50;0
09/19/2018 07:47,12;50;51
09/19/2018 07:48,12;50;0
09/19/2018 07:49,13;50;51
09/19/2018 07:50,13;50;0
09/19/2018 07:51,14;50;51
09/19/2018 07:52,14;50;0
09/19/2018 07:53,15;50;51
09/19/2018 07:54,15;49;51
09/19/2018 07:55,16;49;51
09/19/2018 07:56,16;49;0
09/19/2018 07:57,17;49;51
09/19/2018 07:58,17;49;0
09/19/2018 07:59,18;49;51
09/19/2018 08:00,18;48;51
09/19/2018 08:01,18;48;0
09/19/2018 08:02,19;48;51
09/19/2018 08:03,19;48;0
09/19/2018 08:04,20;48;51
09/19/2018 08:05,20;47;51
09/19/2018 08:06,21;47;51
09/19/2018 08:07,21;47;0
09/19/2018 08:08,22;47;51
09/19/2018 08:09,22;47;0
09/19/2018 08:10,23;46;72.1248916810278
09/19/2018 08:11,23;46;0
09/19/2018 08:12,24;46;51
09/19/2018 08:13,24;46;0
09/19/2018 08:14,25;45;72.1248916810278
09/19/2018 08:15,25;45;0
09/19/2018 08:16,25;45;0
09/19/2018 08:17,26;45;51
09/19/2018 08:18,26;44;51
09/19/2018 08:19,27;44;51
09/19/2018 08:20,27;44;0
09/19/2018 08:21,28;44;51
09/19/2018 08:22,28;43;51
09/19/2018 08:23,28;43;0
09/19/2018 08:24,29;43;51
09/19/2018 08:25,29;43;0
09/19/2018 08:26,30;42;72.1248916810278
09/19/2018 08:27,30;42;0
09/19/2018 08:28,31;42;51
09/19/2018 08:29,31;41;51
09/19/2018 08:30,31;41;0
09/19/2018 08:31,32;41;51
09/19/2018 08:32,32;40;51
09/19/2018 08:33,33;40;51
09/19/2018 08:34,33;40;0
09/19/2018 08:35,33;39;51
09/19/2018 08:36,34;39;51
09/19/2018 08:37,34;39;0
09/19/2018 08:38,35;38;72.1248916810278
09/19/2018 08:39,35;38;0
09/19/2018 08:40,35;38;0
09/19/2018 08:41,36;37;72.1248916810278
09/19/2018 08:42,36;37;0
09/19/2018 08:43,36;37;0
09/19/2018 08:44,37;36;72.1248916810278
09/19/2018 08:45,37;36;0
09/19/2018 08:46,37;36;0
09/19/2018 08:47,38;35;72.1248916810278
09/19/2018 08:48,38;35;0
09/19/2018 08:49,38;35;0
09/19/2018 08:50,39;34;72.1248916810278
09/19/2018 08:51,39;34;0
09/19/2018 08:52,39;33;51
09/19/2018 08:53,40;33;51
09/19/2018 08:54,40;33;0
09/19/2018 08:55,40;32;51
09/19/2018 08:56,41;32;51
09/19/2018 08:57,41;31;51
09/19/2018 08:58,41;31;0
09/19/2018 08:59,42;31;51
09/19/2018 09:00,42;30;51
09/19/2018 09:01,42;30;0
09/19/2018 09:02,43;29;72.1248916810278
09/19/2018 09:03,43;29;0
09/19/2018 09:04,43;28;51
09/19/2018 09:05,43;28;0
09/19/2018 09:06,44;28;51
09/19/2018 09:07,44;27;51
09/19/2018 09:08,44;27;0
09/19/2018 09:09,44;26;51
09/19/2018 09:10,45;26;51
09/19/2018 09:11,45;25;51
09/19/2018 09:12,45;25;0
09/19/2018 09:13,45;25;0
09/19/2018 09:14,46;24;72.1248916810278
09/19/2018 09:15,46;24;0
09/19/2018 09:16,46;23;51
09/19/2018 09:17,46;23;0
09/19/2018 09:18,47;22;72.1248916810278
09/19/2018 09:19,47;22;0
09/19/2018 09:20,47;21;51
09/19/2018 09:21,47;21;0
09/19/2018 09:22,47;20;51
09/19/2018 09:23,48;20;51
09/19/2018 09:24,48;19;51
09/19/2018 09:25,48;19;0
09/19/2018 09:26,48;18;51
09/19/2018 09:27,48;18;0
09/19/2018 09:28,49;18;51
09/19/2018 09:29,49;17;51
09/19/2018 09:30,49;17;0
09/19/2018 09:31,49;16;51
09/19/2018 09:32,49;16;0
09/19/2018 09:33,49;15;51
09/19/2018 09:34,50;15;51
09/19/2018 09:35,50;14;51
09/19/2018 09:36,50;14;0
09/19/2018 09:37,50;13;51
09/19/2018 09:38,50;13;0
09/19/2018 09:39,50;12;51
09/19/2018 09:40,50;12;0
09/19/2018 09:41,50;11;51
09/19/2018 09:42,50;11;0
09/19/2018 09:43,51;10;72.1248916810278
09/19/2018 09:44,51;10;0
09/19/2018 09:45,51;9;51
09/19/2018 09:46,51;9;0
09/19/2018 09:47,51;8;51
09/19/2018 09:48,51;8;0
09/19/2018 09:49,51;7;51
09/19/2018 09:50,51;7;0
09/19/2018 09:51,51;6;51
09/19/2018 09:52,51;6;0
09/19/2018 09:53,51;5;51
09/19/2018 09:54,51;5;0
09/19/2018 09:55,51;4;51
09/19/2018 09:56,51;4;0
09/19/2018 09:57,51;3;51
09/19/2018 09:58,51;3;0
09/19/2018 09:59,51;2;51
09/19/2018 10:00,51;2;0
09/19/2018 10:01,51;1;51
09/19/2018 10:02,51;1;0
09/19/2018 10:03,51;-1;102
09/19/2018 10:04,51;-2;51
09/19/2018 10:05,51;-2;0
09/19/2018 10:06,51;-3;51
09/19/2018 10:07,51;-3;0
09/19/2018 10:08,51;-4;51
09/19/2018 10:09,51;-4;0
09/19/2018 10:10,51;-5;51
09/19/2018 10:11,51;-5;0
09/19/2018 10:12,51;-6;51
09/19/2018 10:13,51;-6;0
09/19/2018 10:14,51;-7;51
09/19/2018 10:15,51;-7;0
09/19/2018 10:16,51;-8;51
09/19/2018 10:17,51;-8;0
09/19/2018 10:18,51;-9;51
09/19/2018 10:19,51;-9;0
09/19/2018 10:20,51;-10;51
09/19/2018 10:21,51;-10;0
09/19/2018 10:22,50;-11;72.1248916810278
09/19/2018 10:23,50;-11;0
09/19/2018 10:24,50;-12;51
09/19/2018 10:25,50;-12;0
09/19/2018 10:26,50;-13;51
09/19/2018 10:27,50;-13;0
09/19/2018 10:28,50;-14;51
09/19/2018 10:29,50;-14;0
09/19/2018 10:30,50;-15;51
09/19/2018 10:31,49;-15;51
09/19/2018 10:32,49;-16;51
09/19/2018 10:33,49;-16;0
09/19/2018 10:34,49;-17;51
09/19/2018 10:35,49;-17;0
09/19/2018 10:36,49;-17;0
09/19/2018 10:37,48;-18;72.1248916810278
09/19/2018 10:38,48;-18;0
09/19/2018 10:39,48;-19;51
09/19/2018 10:40,48;-19;0
09/19/2018 10:41,48;-20;51
09/19/2018 10:42,47;-20;51
09/19/2018 10:43,47;-21;51
09/19/2018 10:44,47;-21;0
09/19/2018 10:45,47;-22;51
09/19/2018 10:46,47;-22;0
09/19/2018 10:47,46;-23;72.1248916810278
09/19/2018 10:48,46;-23;0
09/19/2018 10:49,46;-24;51
09/19/2018 10:50,46;-24;0
09/19/2018 10:51,46;-24;0
09/19/2018 10:52,45;-25;72.1248916810278
09/19/2018 10:53,45;-25;0
09/19/2018 10:54,45;-26;51
09/19/2018 10:55,45;-26;0
09/19/2018 10:56,44;-27;72.1248916810278
09/19/2018 10:57,44;-27;0
09/19/2018 10:58,44;-28;51
09/19/2018 10:59,43;-28;51
09/19/2018 11:00,43;-28;0
09/19/2018 11:01,43;-29;51
09/19/2018 11:02,43;-29;0
09/19/2018 11:03,42;-30;72.1248916810278
09/19/2018 11:04,42;-30;0
09/19/2018 11:05,42;-31;51
09/19/2018 11:06,41;-31;51
09/19/2018 11:07,41;-31;0
09/19/2018 11:08,41;-32;51
09/19/2018 11:09,40;-32;51
09/19/2018 11:10,40;-33;51
09/19/2018 11:11,40;-33;0
09/19/2018 11:12,40;-33;0
09/19/2018 11:13,39;-34;72.1248916810278
09/19/2018 11:14,39;-34;0
09/19/2018 11:15,39;-34;0
09/19/2018 11:16,38;-35;72.1248916810278
09/19/2018 11:17,38;-35;0
09/19/2018 11:18,37;-36;72.1248916810278
09/19/2018 11:19,37;-36;0
09/19/2018 11:20,37;-36;0
09/19/2018 11:21,36;-37;72.1248916810278
09/19/2018 11:22,36;-37;0
09/19/2018 11:23,36;-37;0
09/19/2018 11:24,35;-38;72.1248916810278
09/19/2018 11:25,35;-38;0
09/19/2018 11:26,35;-38;0
09/19/2018 11:27,34;-39;72.1248916810278
09/19/2018 11:28,34;-39;0
09/19/2018 11:29,33;-39;51
09/19/2018 11:30,33;-40;51
09/19/2018 11:31,33;-40;0
09/19/2018 11:32,32;-40;51
09/19/2018 11:33,32;-41;51
09/19/2018 11:34,31;-41;51
09/19/2018 11:35,31;-41;0
09/19/2018 11:36,31;-42;51
09/19/2018 11:37,30;-42;51
09/19/2018 11:38,30;-42;0
09/19/2018 11:39,29;-43;72.1248916810278
09/19/2018 11:40,29;-43;0
09/19/2018 11:41,28;-43;51
09/19/2018 11:42,28;-43;0
09/19/2018 11:43,28;-44;51
09/19/2018 11:44,27;-44;51
09/19/2018 11:45,27;-44;0
09/19/2018 11:46,26;-44;51
09/19/2018 11:47,26;-45;51
09/19/2018 11:48,25;-45;51
09/19/2018 11:49,25;-45;0
09/19/2018 11:50,25;-45;0
09/19/2018 11:51,24;-46;72.1248916810278
09/19/2018 11:52,24;-46;0
09/19/2018 11:53,23;-46;51
09/19/2018 11:54,23;-46;0
09/19/2018 11:55,22;-47;72.1248916810278
09/19/2018 11:56,22;-47;0
09/19/2018 11:57,21;-47;51
09/19/2018 11:58,21;-47;0
09/19/2018 11:59,20;-47;51
09/19/2018 12:00,20;-48;51
09/19/2018 12:01,19;-48;51
09/19/2018 12:02,19;-48;0
09/19/2018 12:03,19;-48;0
09/19/2018 12:04,18;-48;51
09/19/2018 12:05,18;-49;51
09/19/2018 12:06,17;-49;51
09/19/2018 12:07,17;-49;0
09/19/2018 12:08,16;-49;51
09/19/2018 12:09,16;-49;0
09/19/2018 12:10,15;-49;51
09/19/2018 12:11,15;-49;0
09/19/2018 12:12,14;-50;72.1248916810278
09/19/2018 12:13,14;-50;0
09/19/2018 12:14,13;-50;51
09/19/2018 12:15,13;-50;0
09/19/2018 12:16,12;-50;51
09/19/2018 12:17,12;-50;0
09/19/2018 12:18,11;-50;51
09/19/2018 12:19,11;-50;0
09/19/2018 12:20,10;-51;72.1248916810278
09/19/2018 12:21,10;-51;0
09/19/2018 12:22,9;-51;51
09/19/2018 12:23,9;-51;0
09/19/2018 12:24,8;-51;51
09/19/2018 12:25,8;-51;0
09/19/2018 12:26,7;-51;51
09/19/2018 12:27,7;-51;0
09/19/2018 12:28,6;-51;51
09/19/2018 12:29,6;-51;0
09/19/2018 12:30,5;-51;51
09/19/2018 12:31,5;-51;0
09/19/2018 12:32,4;-51;51
09/19/2018 12:33,4;-51;0
09/19/2018 12:34,3;-51;51
09/19/2018 12:35,3;-51;0
09/19/2018 12:36,2;-51;51
09/19/2018 12:37,2;-51;0
09/19/2018 12:38,1;-51;51
09/19/2018 12:39,1;-51;0
09/19/2018 12:40,-1;-51;102
09/19/2018 12:41,-1;-51;0
09/19/2018 12:42,-2;-51;51
09/19/2018 12:43,-2;-51;0
09/19/2018 12:44,-3;-51;51
09/19/2018 12:45,-3;-51;0
09/19/2018 12:46,-4;-51;51
09/19/2018 12:47,-5;-51;51
09/19/2018 12:48,-5;-51;0
09/19/2018 12:49,-6;-51;51
09/19/2018 12:50,-6;-51;0
09/19/2018 12:51,-7;-51;51
09/19/2018 12:52,-7;-51;0
09/19/2018 12:53,-8;-51;51
09/19/2018 12:54,-8;-51;0
09/19/2018 12:55,-9;-51;51
09/19/2018 12:56,-9;-51;0
09/19/2018 12:57,-10;-51;51
09/19/2018 12:58,-10;-51;0
09/19/2018 12:59,-11;-50;72.1248916810278
09/19/2018 13:00,-11;-50;0
09/19/2018 13:01,-12;-50;51
09/19/2018 13:02,-12;-50;0
09/19/2018 13:03,-13;-50;51
09/19/2018 13:04,-13;-50;0
09/19/2018 13:05,-14;-50;51
09/19/2018 13:06,-14;-50;0
09/19/2018 13:07,-15;-50;51
09/19/2018 13:08,-15;-49;51
09/19/2018 13:09,-16;-49;51
09/19/2018 13:10,-16;-49;0
09/19/2018 13:11,-16;-49;0
09/19/2018 13:12,-17;-49;51
09/19/2018 13:13,-17;-49;0
09/19/2018 13:14,-18;-48;72.1248916810278
09/19/2018 13:15,-18;-48;0
09/19/2018 13:16,-19;-48;51
09/19/2018 13:17,-19;-48;0
09/19/2018 13:18,-20;-48;51
09/19/2018 13:19,-20;-47;51
09/19/2018 13:20,-21;-47;51
09/19/2018 13:21,-21;-47;0
09/19/2018 13:22,-22;-47;51
09/19/2018 13:23,-22;-47;0
09/19/2018 13:24,-23;-46;72.1248916810278
09/19/2018 13:25,-23;-46;0
09/19/2018 13:26,-24;-46;51
09/19/2018 13:27,-24;-46;0
09/19/2018 13:28,-24;-46;0
09/19/2018 13:29,-25;-45;72.1248916810278
09/19/2018 13:30,-25;-45;0
09/19/2018 13:31,-26;-45;51
09/19/2018 13:32,-26;-45;0
09/19/2018 13:33,-27;-44;72.1248916810278
09/19/2018 13:34,-27;-44;0
09/19/2018 13:35,-28;-44;51
09/19/2018 13:36,-28;-43;51
09/19/2018 13:37,-28;-43;0
09/19/2018 13:38,-29;-43;51
09/19/2018 13:39,-29;-43;0
09/19/2018 13:40,-30;-42;72.1248916810278
09/19/2018 13:41,-30;-42;0
09/19/2018 13:42,-30;-42;0
09/19/2018 13:43,-31;-41;72.1248916810278
09/19/2018 13:44,-31;-41;0
09/19/2018 13:45,-32;-41;51
09/19/2018 13:46,-32;-41;0
09/19/2018 13:47,-33;-40;72.1248916810278
09/19/2018 13:48,-33;-40;0
09/19/2018 13:49,-33;-40;0
09/19/2018 13:50,-34;-39;72.1248916810278
09/19/2018 13:51,-34;-39;0
09/19/2018 13:52,-34;-39;0
09/19/2018 13:53,-35;-38;72.1248916810278
09/19/2018 13:54,-35;-38;0
09/19/2018 13:55,-36;-38;51
09/19/2018 13:56,-36;-37;51
09/19/2018 13:57,-36;-37;0
09/19/2018 13:58,-37;-36;72.1248916810278
09/19/2018 13:59,-37;-36;0
09/19/2018 14:00,-37;-36;0
09/19/2018 14:01,-38;-35;72.1248916810278
09/19/2018 14:02,-38;-35;0
09/19/2018 14:03,-38;-35;0
09/19/2018 14:04,-39;-34;72.1248916810278
09/19/2018 14:05,-39;-34;0
09/19/2018 14:06,-39;-33;51
09/19/2018 14:07,-40;-33;51
09/19/2018 14:08,-40;-33;0
09/19/2018 14:09,-40;-32;51
09/19/2018 14:10,-41;-32;51
09/19/2018 14:11,-41;-31;51
09/19/2018 14:12,-41;-31;0
09/19/2018 14:13,-42;-31;51
09/19/2018 14:14,-42;-30;51
09/19/2018 14:15,-42;-30;0
09/19/2018 14:16,-43;-29;72.1248916810278
09/19/2018 14:17,-43;-29;0
09/19/2018 14:18,-43;-29;0
09/19/2018 14:19,-43;-28;51
09/19/2018 14:20,-44;-28;51
09/19/2018 14:21,-44;-27;51
09/19/2018 14:22,-44;-27;0
09/19/2018 14:23,-44;-26;51
09/19/2018 14:24,-45;-26;51
09/19/2018 14:25,-45;-25;51
09/19/2018 14:26,-45;-25;0
09/19/2018 14:27,-45;-25;0
09/19/2018 14:28,-46;-24;72.1248916810278
09/19/2018 14:29,-46;-24;0
09/19/2018 14:30,-46;-23;51
09/19/2018 14:31,-46;-23;0
09/19/2018 14:32,-47;-22;72.1248916810278
09/19/2018 14:33,-47;-22;0
09/19/2018 14:34,-47;-21;51
09/19/2018 14:35,-47;-21;0
09/19/2018 14:36,-47;-20;51
09/19/2018 14:37,-48;-20;51
09/19/2018 14:38,-48;-20;0
09/19/2018 14:39,-48;-19;51
09/19/2018 14:40,-48;-19;0
09/19/2018 14:41,-48;-18;51
09/19/2018 14:42,-49;-18;51
09/19/2018 14:43,-49;-17;51
09/19/2018 14:44,-49;-17;0
09/19/2018 14:45,-49;-16;51
09/19/2018 14:46,-49;-16;0
09/19/2018 14:47,-49;-15;51
09/19/2018 14:48,-49;-15;0
09/19/2018 14:49,-50;-14;72.1248916810278
09/19/2018 14:50,-50;-14;0
09/19/2018 14:51,-50;-13;51
09/19/2018 14:52,-50;-13;0
09/19/2018 14:53,-50;-12;51
09/19/2018 14:54,-50;-12;0
09/19/2018 14:55,-50;-11;51
09/19/2018 14:56,-50;-11;0
09/19/2018 14:57,-51;-10;72.1248916810278
09/19/2018 14:58,-51;-10;0
09/19/2018 14:59,-51;-9;51
09/19/2018 15:00,-51;-9;0
09/19/2018 15:01,-51;-8;51
09/19/2018 15:02,-51;-8;0
09/19/2018 15:03,-51;-7;51
09/19/2018 15:04,-51;-7;0
09/19/2018 15:05,-51;-6;51
09/19/2018 15:06,-51;-6;0
09/19/2018 15:07,-51;-5;51
09/19/2018 15:08,-51;-5;0
09/19/2018 15:09,-51;-4;51
09/19/2018 15:10,-51;-4;0
09/19/2018 15:11,-51;-3;51
09/19/2018 15:12,-51;-3;0
09/19/2018 15:13,-51;-2;51
09/19/2018 15:14,-51;-2;0
09/19/2018 15:15,-51;-1;51
09/19/2018 15:16,-51;-1;0
09/19/2018 15:17,-51;1;102
09/19/2018 15:18,-51;1;0
09/19/2018 15:19,-51;2;51
09/19/2018 15:20,-51;2;0
09/19/2018 15:21,-51;3;51
09/19/2018 15:22,-51;3;0
09/19/2018 15:23,-51;4;51
09/19/2018 15:24,-51;4;0
09/19/2018 15:25,-51;5;51
09/19/2018 15:26,-51;5;0
09/19/2018 15:27,-51;6;51
09/19/2018 15:28,-51;7;51
09/19/2018 15:29,-51;7;0
09/19/2018 15:30,-51;8;51
09/19/2018 15:31,-51;8;0
09/19/2018 15:32,-51;9;51
09/19/2018 15:33,-51;9;0
09/19/2018 15:34,-51;10;51
09/19/2018 15:35,-51;10;0
09/19/2018 15:36,-51;11;51
09/19/2018 15:37,-50;11;51
09/19/2018 15:38,-50;12;51
09/19/2018 15:39,-50;12;0
09/19/2018 15:40,-50;13;51
09/19/2018 15:41,-50;13;0
09/19/2018 15:42,-50;14;51
09/19/2018 15:43,-50;14;0
09/19/2018 15:44,-50;14;0
09/19/2018 15:45,-49;15;72.1248916810278
09/19/2018 15:46,-49;15;0
09/19/2018 15:47,-49;16;51
09/19/2018 15:48,-49;16;0
09/19/2018 15:49,-49;17;51
09/19/2018 15:50,-49;17;0
09/19/2018 15:51,-48;18;72.1248916810278
09/19/2018 15:52,-48;18;0
09/19/2018 15:53,-48;19;51
09/19/2018 15:54,-48;19;0
09/19/2018 15:55,-48;20;51
09/19/2018 15:56,-48;20;0
09/19/2018 15:57,-47;21;72.1248916810278
09/19/2018 15:58,-47;21;0
09/19/2018 15:59,-47;22;51
09/19/2018 16:00,-47;22;0
09/19/2018 16:01,-46;23;72.1248916810278
09/19/2018 16:02,-46;23;0
09/19/2018 16:03,-46;24;51
09/19/2018 16:04,-46;24;0
09/19/2018 16:05,-46;24;0
09/19/2018 16:06,-45;25;72.1248916810278
09/19/2018 16:07,-45;25;0
09/19/2018 16:08,-45;26;51
09/19/2018 16:09,-45;26;0
09/19/2018 16:10,-44;27;72.1248916810278
09/19/2018 16:11,-44;27;0
09/19/2018 16:12,-44;28;51
09/19/2018 16:13,-43;28;51
09/19/2018 16:14,-43;28;0
09/19/2018 16:15,-43;29;51
09/19/2018 16:16,-43;29;0
09/19/2018 16:17,-42;30;72.1248916810278
09/19/2018 16:18,-42;30;0
09/19/2018 16:19,-42;30;0
09/19/2018 16:20,-41;31;72.1248916810278
09/19/2018 16:21,-41;31;0
09/19/2018 16:22,-41;32;51
09/19/2018 16:23,-41;32;0
09/19/2018 16:24,-40;32;51
09/19/2018 16:25,-40;33;51
09/19/2018 16:26,-40;33;0
09/19/2018 16:27,-39;34;72.1248916810278
09/19/2018 16:28,-39;34;0
09/19/2018 16:29,-39;34;0
09/19/2018 16:30,-38;35;72.1248916810278
09/19/2018 16:31,-38;35;0
09/19/2018 16:32,-38;36;51
09/19/2018 16:33,-37;36;51
09/19/2018 16:34,-37;36;0
09/19/2018 16:35,-36;37;72.1248916810278
09/19/2018 16:36,-36;37;0
09/19/2018 16:37,-36;37;0
09/19/2018 16:38,-35;38;72.1248916810278
09/19/2018 16:39,-35;38;0
09/19/2018 16:40,-35;38;0
09/19/2018 16:41,-34;39;72.1248916810278
09/19/2018 16:42,-34;39;0
