momento,posicao
datetime,coord
T
01/14/2018 00:27:46,0.184633616;-0.982807422;2.000
01/14/2018 00:27:47,-0.72724596;-0.686376947;2.000
01/14/2018 00:27:48,-0.970498955;0.241105327;2.000
01/14/2018 00:27:49,-0.321479686;0.946916475;2.000
01/14/2018 00:27:50,0.623106524;0.782136983;2.000
01/14/2018 00:27:51,0.994811469;-0.101735645;2.000
01/14/2018 00:27:52,0.451891337;-0.89207299;2.000
01/14/2018 00:27:53,-0.506495606;-0.862242542;2.000
01/14/2018 00:27:54,-0.999212825;-0.039670278;2.000
01/14/2018 00:27:55,-0.573258381;0.819374657;2.000
01/14/2018 00:27:56,0.379747175;0.925090311;2.000
01/14/2018 00:27:57,0.983614929;0.180282199;2.000
01/14/2018 00:27:58,0.683151654;-0.730276535;2.000
01/14/2018 00:27:59,-0.245398101;-0.969422391;2.000
01/14/2018 00:28:00,-0.948329974;-0.317285771;2.000
01/14/2018 00:28:01,-0.779371642;0.626561923;2.000
01/14/2018 00:28:02,0.106137383;0.994351475;2.000
01/14/2018 00:28:03,0.894064188;0.447938866;2.000
01/14/2018 00:28:04,0.859992501;-0.51030667;2.000
01/14/2018 00:28:05,0.035247675;-0.999378608;2.000
01/14/2018 00:28:06,-0.821903701;-0.569626462;2.000
01/14/2018 00:28:07,-0.923400605;0.383837626;2.000
01/14/2018 00:28:08,-0.175927251;0.984403171;2.000
01/14/2018 00:28:09,0.733292806;0.67991298;2.000
01/14/2018 00:28:10,0.968326839;-0.249686069;2.000
01/14/2018 00:28:11,0.313085642;-0.949724897;2.000
01/14/2018 00:28:12,-0.630005051;-0.776591035;2.000
01/14/2018 00:28:13,-0.993872005;0.110537043;2.000
01/14/2018 00:28:14,-0.443977621;0.896037874;2.000
01/14/2018 00:28:15,0.51410774;0.857725616;2.000
01/14/2018 00:28:16,0.999524816;0.030824382;2.000
01/14/2018 00:28:17,0.565983386;-0.824416646;2.000
01/14/2018 00:28:18,-0.387920559;-0.921692812;2.000
01/14/2018 00:28:19,-0.985172131;-0.171568857;2.000
01/14/2018 00:28:20,-0.676660989;0.736294714;2.000
01/14/2018 00:28:21,0.253969146;0.967212321;2.000
01/14/2018 00:28:22,0.951101219;0.30887938;2.000
01/14/2018 00:28:23,0.773795218;-0.633435838;2.000
01/14/2018 00:28:24,-0.114934538;-0.993373068;2.000
01/14/2018 00:28:25,-0.89799401;-0.44000768;2.000
01/14/2018 00:28:26,-0.85544193;0.517898739;2.000
01/14/2018 00:28:27,-0.026400485;0.999651446;2.000
01/14/2018 00:28:28,0.826913444;0.562329224;2.000
01/14/2018 00:28:29,0.919966966;-0.391995894;2.000
01/14/2018 00:28:30,0.167207102;-0.985921795;2.000
01/14/2018 00:28:31,-0.7392822;-0.673395744;2.000
01/14/2018 00:28:32,-0.966078858;0.258247248;2.000
01/14/2018 00:28:33,-0.304667068;0.952458911;2.000
01/14/2018 00:28:34,0.636854218;0.770984244;2.000
01/14/2018 00:28:35,0.992854674;-0.119329782;2.000
01/14/2018 00:28:36,0.436029121;-0.899932556;2.000
01/14/2018 00:28:37,-0.521679595;-0.853141489;2.000
01/14/2018 00:28:38,-0.999758497;-0.021976071;2.000
01/14/2018 00:28:39,-0.558664047;0.829394045;2.000
01/14/2018 00:28:40,0.396063551;0.918223101;2.000
01/14/2018 00:28:41,0.986652147;0.162842073;2.000
01/14/2018 00:28:42,0.670117309;-0.742255207;2.000
01/14/2018 00:28:43,-0.262520292;-0.964926472;2.000
01/14/2018 00:28:44,-0.953797948;-0.300448789;2.000
01/14/2018 00:28:45,-0.768158169;0.640260125;2.000
01/14/2018 00:28:46,0.123722688;0.992316833;2.000
01/14/2018 00:28:47,0.901853476;0.432042021;2.000
01/14/2018 00:28:48,0.850824337;-0.525450233;2.000
01/14/2018 00:28:49,0.017551227;-0.999845965;2.000
01/14/2018 00:28:50,-0.831858401;-0.554987929;2.000
01/14/2018 00:28:51,-0.916461251;0.40012345;2.000
01/14/2018 00:28:52,-0.158473853;0.987363174;2.000
01/14/2018 00:28:53,0.745213674;0.666825749;2.000
01/14/2018 00:28:54,0.963755186;-0.266788194;2.000
01/14/2018 00:28:55,0.296224625;-0.955118302;2.000
01/14/2018 00:28:56,-0.643653491;-0.765317048;2.000
01/14/2018 00:28:57,-0.991759555;0.128113171;2.000
01/14/2018 00:28:58,-0.428046459;0.903756731;2.000
01/14/2018 00:28:59,0.529210578;0.848490521;2.000
01/14/2018 00:29:00,0.99991385;0.013126039;2.000
01/14/2018 00:29:01,0.551300939;-0.834306463;2.000
01/14/2018 00:29:02,-0.404175512;-0.91468145;2.000
01/14/2018 00:29:03,-0.988054862;-0.15410253;2.000
01/14/2018 00:29:04,-0.663521128;0.748157545;2.000
01/14/2018 00:29:05,0.271050871;0.962565024;2.000
01/14/2018 00:29:06,0.956419949;0.291994659;2.000
01/14/2018 00:29:07,0.762460937;-0.647034249;2.000
01/14/2018 00:29:08,-0.132501144;-0.991182852;2.000
01/14/2018 00:29:09,-0.905642285;-0.424042512;2.000
01/14/2018 00:29:10,-0.846140085;0.532960558;2.000
01/14/2018 00:29:11,-0.008700593;0.999962149;2.000
01/14/2018 00:29:12,0.836738184;0.547603152;2.000
01/14/2018 00:29:13,0.912883734;-0.408219658;2.000
01/14/2018 00:29:14,0.149728189;-0.988727197;2.000
01/14/2018 00:29:15,-0.751086762;-0.660203511;2.000
01/14/2018 00:29:16,-0.961356008;0.275308238;2.000
01/14/2018 00:29:17,-0.287758973;0.957702863;2.000
01/14/2018 00:29:18,0.650402334;0.759589892;2.000
01/14/2018 00:29:19,0.990586735;-0.136886523;2.000
01/14/2018 00:29:20,0.42003026;-0.907510099;2.000
01/14/2018 00:29:21,-0.536700099;-0.843773076;2.000
01/14/2018 00:29:22,-0.999990862;-0.004274978;2.000
01/14/2018 00:29:23,-0.543894638;0.839153515;2.000
01/14/2018 00:29:24,0.412255808;0.911068136;2.000
01/14/2018 00:29:25,0.989380165;0.145350914;2.000
01/14/2018 00:29:26,0.656872962;-0.754001268;2.000
01/14/2018 00:29:27,-0.279560214;-0.960128162;2.000
01/14/2018 00:29:28,-0.958967018;-0.283517651;2.000
01/14/2018 00:29:29,-0.756703968;0.65375768;2.000
01/14/2018 00:29:30,0.14126922;0.989971215;2.000
01/14/2018 00:29:31,0.909360139;0.416009781;2.000
01/14/2018 00:29:32,0.84138954;-0.540429128;2.000
01/14/2018 00:29:33,-0.000150722;-0.999999989;2.000
01/14/2018 00:29:34,-0.841552411;-0.540175472;2.000
01/14/2018 00:29:35,-0.909234694;0.416283883;2.000
01/14/2018 00:29:36,-0.140970793;0.990013755;2.000
01/14/2018 00:29:37,0.756901005;0.653529547;2.000
01/14/2018 00:29:38,0.95888151;-0.283806713;2.000
01/14/2018 00:29:39,0.279270776;-0.96021239;2.000
01/14/2018 00:29:40,-0.657100221;-0.753803224;2.000
01/14/2018 00:29:41,-0.989336305;0.14564915;2.000
01/14/2018 00:29:42,-0.411981153;0.911192367;2.000
01/14/2018 00:29:43,0.544147571;0.838989524;2.000
01/14/2018 00:29:44,0.999989528;-0.004576418;2.000
01/14/2018 00:29:45,0.536445725;-0.843934822;2.000
01/14/2018 00:29:46,-0.420303804;-0.907383443;2.000
01/14/2018 00:29:47,-0.990627954;-0.136587911;2.000
01/14/2018 00:29:48,-0.650173331;0.759785917;2.000
01/14/2018 00:29:49,0.288047654;0.957616076;2.000
01/14/2018 00:29:50,0.961438954;0.275018431;2.000
01/14/2018 00:29:51,0.750887714;-0.660429891;2.000
01/14/2018 00:29:52,-0.150026227;-0.988682017;2.000
01/14/2018 00:29:53,-0.913006747;-0.407944456;2.000
01/14/2018 00:29:54,-0.836573074;0.547855356;2.000
01/14/2018 00:29:55,0.009002025;0.999959481;2.000
01/14/2018 00:29:56,0.846300704;0.53270547;2.000
01/14/2018 00:29:57,0.905514419;-0.424315493;2.000
01/14/2018 00:29:58,0.132202353;-0.991222749;2.000
01/14/2018 00:29:59,-0.762655947;-0.646804381;2.000
01/14/2018 00:30:00,-0.956331886;0.292282952;2.000
01/14/2018 00:30:01,-0.2707607;0.962646687;2.000
01/14/2018 00:30:02,0.663746625;0.747957497;2.000
01/14/2018 00:30:03,0.988008364;-0.154400366;2.000
01/14/2018 00:30:04,0.403899769;-0.914803245;2.000
01/14/2018 00:30:05,-0.551552411;-0.834140239;2.000
01/14/2018 00:30:06,-0.999909848;0.013427456;2.000
01/14/2018 00:30:07,-0.528954782;0.848650009;2.000
01/14/2018 00:30:08,0.428318871;0.903627658;2.000
01/14/2018 00:30:09,0.991798129;0.127814206;2.000
01/14/2018 00:30:10,0.643422761;-0.765511038;2.000
01/14/2018 00:30:11,-0.296512526;-0.955028964;2.000
01/14/2018 00:30:12,-0.963835564;-0.266497664;2.000
01/14/2018 00:30:13,-0.74501263;0.667050359;2.000
01/14/2018 00:30:14,0.158771481;0.987315358;2.000
01/14/2018 00:30:15,0.916581824;0.399847171;2.000
01/14/2018 00:30:16,0.831691066;-0.555238662;2.000
01/14/2018 00:30:17,-0.017852623;-0.999840629;2.000
01/14/2018 00:30:18,-0.850982692;-0.525193733;2.000
01/14/2018 00:30:19,-0.901723199;0.432313859;2.000
01/14/2018 00:30:20,-0.123423555;0.992354083;2.000
01/14/2018 00:30:21,0.768351136;0.640028539;2.000
01/14/2018 00:30:22,0.953707336;-0.300736292;2.000
01/14/2018 00:30:23,0.262229409;-0.965005563;2.000
01/14/2018 00:30:24,-0.670341027;-0.74205317;2.000
01/14/2018 00:30:25,-0.986603015;0.163139485;2.000
01/14/2018 00:30:26,-0.39578674;0.91834245;2.000
01/14/2018 00:30:27,0.558914038;0.829225602;2.000
01/14/2018 00:30:28,0.999751827;-0.022277441;2.000
01/14/2018 00:30:29,0.521422397;-0.853298707;2.000
01/14/2018 00:30:30,-0.43630038;-0.899801077;2.000
01/14/2018 00:30:31,-0.9928906;-0.119030487;2.000
01/14/2018 00:30:32,-0.636621781;0.771176184;2.000
01/14/2018 00:30:33,0.304954167;0.952367028;2.000
01/14/2018 00:30:34,0.966156661;0.257956018;2.000
01/14/2018 00:30:35,0.739079176;-0.673618565;2.000
01/14/2018 00:30:36,-0.167504294;-0.985871346;2.000
01/14/2018 00:30:37,-0.920085089;-0.391718558;2.000
01/14/2018 00:30:38,-0.826743896;0.562578466;2.000
01/14/2018 00:30:39,0.026701822;0.999643443;2.000
01/14/2018 00:30:40,0.855598008;0.517640848;2.000
01/14/2018 00:30:41,0.897861331;-0.440278355;2.000
01/14/2018 00:30:42,0.114635087;-0.993407669;2.000
01/14/2018 00:30:43,-0.773986128;-0.633202554;2.000
01/14/2018 00:30:44,-0.951008066;0.309166069;2.000
01/14/2018 00:30:45,-0.253677574;0.967288834;2.000
01/14/2018 00:30:46,0.676882909;0.736090706;2.000
01/14/2018 00:30:47,0.985120368;-0.171865823;2.000
01/14/2018 00:30:48,0.387642703;-0.921809706;2.000
01/14/2018 00:30:49,-0.566231875;-0.824245997;2.000
01/14/2018 00:30:50,-0.999515479;0.031125681;2.000
01/14/2018 00:30:51,-0.513849161;0.857880551;2.000
01/14/2018 00:30:52,0.444247706;0.895903999;2.000
01/14/2018 00:30:53,0.99390528;0.110237442;2.000
01/14/2018 00:30:54,0.629770924;-0.776780911;2.000
01/14/2018 00:30:55,-0.313371916;-0.949630477;2.000
01/14/2018 00:30:56,-0.968402061;-0.249394162;2.000
01/14/2018 00:30:57,-0.733087817;0.680133996;2.000
01/14/2018 00:30:58,0.176223985;0.984350094;2.000
01/14/2018 00:30:59,0.923516268;0.383559255;2.000
01/14/2018 00:31:00,0.821731954;-0.569874194;2.000
01/14/2018 00:31:01,-0.03554893;-0.999367937;2.000
01/14/2018 00:31:02,-0.860146291;-0.510047408;2.000
01/14/2018 00:31:03,-0.893929119;0.448208356;2.000
01/14/2018 00:31:04,-0.105837638;0.994383424;2.000
01/14/2018 00:31:05,0.77956048;0.626326958;2.000
01/14/2018 00:31:06,0.948234287;-0.317571625;2.000
01/14/2018 00:31:07,0.245105864;-0.96949632;2.000
01/14/2018 00:31:08,-0.68337176;-0.73007057;2.000
01/14/2018 00:31:09,-0.983560539;0.180578695;2.000
01/14/2018 00:31:10,-0.379468295;0.925204741;2.000
01/14/2018 00:31:11,0.57350535;0.819201815;2.000
01/14/2018 00:31:12,0.999200821;-0.039971482;2.000
01/14/2018 00:31:13,0.506235665;-0.862395183;2.000
01/14/2018 00:31:14,-0.452160227;-0.89193673;2.000
01/14/2018 00:31:15,-0.994842091;-0.10143576;2.000
01/14/2018 00:31:16,-0.622870725;0.782324779;2.000
01/14/2018 00:31:17,0.321765113;0.946819524;2.000
01/14/2018 00:31:18,0.97057159;0.240812766;2.000
01/14/2018 00:31:19,0.727039023;-0.686596139;2.000
01/14/2018 00:31:20,-0.184929869;-0.98275172;2.000
01/14/2018 00:31:21,-0.926875092;-0.375369902;2.000
01/14/2018 00:31:22,-0.816655631;0.577125273;2.000
01/14/2018 00:31:23,0.044393252;0.999014134;2.000
01/14/2018 00:31:24,0.864627183;0.502414007;2.000
01/14/2018 00:31:25,0.88992687;-0.456103241;2.000
01/14/2018 00:31:26,0.097031896;-0.995281272;2.000
01/14/2018 00:31:27,-0.785073755;-0.619402292;2.000
01/14/2018 00:31:28,-0.945386217;0.325952299;2.000
01/14/2018 00:31:29,-0.236514951;0.97162785;2.000
01/14/2018 00:31:30,0.68980707;0.723993236;2.000
01/14/2018 00:31:31,0.981923652;-0.18927742;2.000
01/14/2018 00:31:32,0.371264156;-0.928527289;2.000
01/14/2018 00:31:33,-0.580733892;-0.814093451;2.000
01/14/2018 00:31:34,-0.998807879;0.048814152;2.000
01/14/2018 00:31:35,-0.498582508;0.866842248;2.000
01/14/2018 00:31:36,0.460037322;0.887899579;2.000
01/14/2018 00:31:37,0.995700959;0.092626132;2.000
01/14/2018 00:31:38,0.615921726;-0.787807354;2.000
01/14/2018 00:31:39,-0.330133101;-0.943934392;2.000
01/14/2018 00:31:40,-0.972665078;-0.232212503;2.000
01/14/2018 00:31:41,-0.720933268;0.69300449;2.000
01/14/2018 00:31:42,0.193621264;0.981076351;2.000
01/14/2018 00:31:43,0.930161298;0.367151139;2.000
01/14/2018 00:31:44,0.811515325;-0.584331137;2.000
01/14/2018 00:31:45,-0.053234096;-0.99858206;2.000
01/14/2018 00:31:46,-0.869040334;-0.494741243;2.000
01/14/2018 00:31:47,-0.885854897;0.463962392;2.000
01/14/2018 00:31:48,-0.088218553;0.996101143;2.000
01/14/2018 00:31:49,0.790525522;0.612429097;2.000
01/14/2018 00:31:50,0.942464078;-0.334307436;2.000
01/14/2018 00:31:51,0.227905507;-0.973683254;2.000
01/14/2018 00:31:52,-0.696188336;-0.717859179;2.000
01/14/2018 00:31:53,-0.980209833;0.197961315;2.000
01/14/2018 00:31:54,-0.36303093;0.931777089;2.000
01/14/2018 00:31:55,0.587916936;0.808921304;2.000
01/14/2018 00:31:56,0.998336683;-0.057652997;2.000
01/14/2018 00:31:57,0.490890287;-0.871221399;2.000
01/14/2018 00:31:58,-0.467878374;-0.883792864;2.000
01/14/2018 00:31:59,-0.996481816;-0.083809246;2.000
01/14/2018 00:32:00,-0.608924472;0.793228206;2.000
01/14/2018 00:32:01,0.338475224;0.940975304;2.000
01/14/2018 00:32:02,0.97468236;0.223594047;2.000
01/14/2018 00:32:03,0.714771029;-0.699358546;2.000
01/14/2018 00:32:04,-0.202297489;-0.979324117;2.000
01/14/2018 00:32:05,-0.933374629;-0.358903611;2.000
01/14/2018 00:32:06,-0.806311439;0.59149122;2.000
01/14/2018 00:32:07,0.062070769;0.998071751;2.000
01/14/2018 00:32:08,0.873385399;0.487029717;2.000
01/14/2018 00:32:09,0.881713521;-0.471785192;2.000
01/14/2018 00:32:10,0.079398298;-0.996842972;2.000
01/14/2018 00:32:11,-0.795915354;-0.60540792;2.000
01/14/2018 00:32:12,-0.9394681;0.342636381;2.000
01/14/2018 00:32:13,-0.219278207;0.975662374;2.000
01/14/2018 00:32:14,0.702515058;0.711668879;2.000
01/14/2018 00:32:15,0.978419218;-0.206629701;2.000
01/14/2018 00:32:16,0.354769262;-0.934953887;2.000
01/14/2018 00:32:17,-0.595053918;-0.803685781;2.000
01/14/2018 00:32:18,-0.99778727;0.066487325;2.000
01/14/2018 00:32:19,-0.483159607;0.875532292;2.000
01/14/2018 00:32:20,0.47568277;0.879616907;2.000
01/14/2018 00:32:21,0.997184602;0.074985794;2.000
01/14/2018 00:32:22,0.60187951;-0.798586912;2.000
01/14/2018 00:32:23,-0.346790828;-0.937942494;2.000
01/14/2018 00:32:24,-0.976623278;-0.214958073;2.000
01/14/2018 00:32:25,-0.70855279;0.705657809;2.000
01/14/2018 00:32:26,0.210957865;0.977495156;2.000
01/14/2018 00:32:27,0.936514832;0.350627964;2.000
01/14/2018 00:32:28,0.801044381;-0.598604961;2.000
01/14/2018 00:32:29,-0.070902579;-0.997483245;2.000
01/14/2018 00:32:30,-0.877662036;-0.479280034;2.000
01/14/2018 00:32:31,-0.877503064;0.47957103;2.000
01/14/2018 00:32:32,-0.070571822;0.997506701;2.000
01/14/2018 00:32:33,0.801242828;0.598339311;2.000
01/14/2018 00:32:34,0.936398517;-0.350938482;2.000
01/14/2018 00:32:35,0.210633728;-0.977565053;2.000
01/14/2018 00:32:36,-0.708786739;-0.705422823;2.000
01/14/2018 00:32:37,-0.976551947;0.215281897;2.000
01/14/2018 00:32:38,-0.346479798;0.938057434;2.000
01/14/2018 00:32:39,0.602144279;0.798387292;2.000
01/14/2018 00:32:40,0.997159683;-0.075316445;2.000
01/14/2018 00:32:41,0.475391073;-0.879774589;2.000
01/14/2018 00:32:42,-0.483449897;-0.875372034;2.000
01/14/2018 00:32:43,-0.997809261;-0.066156468;2.000
01/14/2018 00:32:44,-0.594787393;0.80388305;2.000
01/14/2018 00:32:45,0.355079262;0.934836198;2.000
01/14/2018 00:32:46,0.97848768;0.206305257;2.000
01/14/2018 00:32:47,0.702279038;-0.711901786;2.000
01/14/2018 00:32:48,-0.219601713;-0.97558961;2.000
01/14/2018 00:32:49,-0.939581662;-0.342324846;2.000
01/14/2018 00:32:50,-0.795714564;0.605671803;2.000
01/14/2018 00:32:51,0.079728835;0.996816589;2.000
01/14/2018 00:32:52,0.88186991;0.471492801;2.000
01/14/2018 00:32:53,0.873223858;-0.487319294;2.000
01/14/2018 00:32:54,0.061739817;-0.998092278;2.000
01/14/2018 00:32:55,-0.806507526;-0.591223824;2.000
01/14/2018 00:32:56,-0.93325557;0.359213087;2.000
01/14/2018 00:32:57,-0.201972746;0.979391142;2.000
01/14/2018 00:32:58,0.715002889;0.699121498;2.000
01/14/2018 00:32:59,0.974608165;-0.223917227;2.000
01/14/2018 00:33:00,0.338163189;-0.941087487;2.000
01/14/2018 00:33:01,-0.609187463;-0.793026251;2.000
01/14/2018 00:33:02,-0.996453971;0.084139663;2.000
01/14/2018 00:33:03,-0.467585293;0.883947959;2.000
01/14/2018 00:33:04,0.491179147;0.871058578;2.000
01/14/2018 00:33:05,0.998355745;0.057321958;2.000
01/14/2018 00:33:06,0.587648675;-0.809116206;2.000
01/14/2018 00:33:07,-0.363339876;-0.931656661;2.000
01/14/2018 00:33:08,-0.980275421;-0.197636279;2.000
01/14/2018 00:33:09,-0.695950264;0.718089987;2.000
01/14/2018 00:33:10,0.228228356;0.97360763;2.000
01/14/2018 00:33:11,0.942574878;0.333994908;2.000
01/14/2018 00:33:12,0.790322405;-0.612691192;2.000
01/14/2018 00:33:13,-0.088548843;-0.996071836;2.000
01/14/2018 00:33:14,-0.886008693;-0.463668627;2.000
01/14/2018 00:33:15,-0.868876236;0.495029379;2.000
01/14/2018 00:33:16,-0.052902975;0.998599657;2.000
01/14/2018 00:33:17,0.811709037;0.584062016;2.000
01/14/2018 00:33:18,0.930039504;-0.367459549;2.000
01/14/2018 00:33:19,0.19329594;-0.981140499;2.000
01/14/2018 00:33:20,-0.72116302;-0.692765399;2.000
01/14/2018 00:33:21,-0.972588025;0.232535014;2.000
01/14/2018 00:33:22,-0.329820086;0.944043808;2.000
01/14/2018 00:33:23,0.61618292;0.787603078;2.000
01/14/2018 00:33:24,0.995670191;-0.092956289;2.000
01/14/2018 00:33:25,0.45974288;-0.888052073;2.000
01/14/2018 00:33:26,-0.498869915;-0.866676877;2.000
01/14/2018 00:33:27,-0.99882401;-0.048482957;2.000
01/14/2018 00:33:28,-0.580463917;0.81428597;2.000
01/14/2018 00:33:29,0.371572024;0.928404131;2.000
01/14/2018 00:33:30,0.98198636;0.188951816;2.000
01/14/2018 00:33:31,0.689566965;-0.724221928;2.000
01/14/2018 00:33:32,-0.236837118;-0.971549371;2.000
01/14/2018 00:33:33,-0.945494247;-0.325638803;2.000
01/14/2018 00:33:34,-0.784868326;0.619662579;2.000
01/14/2018 00:33:35,0.097361914;0.995249043;2.000
01/14/2018 00:33:36,0.890078059;0.455808127;2.000
01/14/2018 00:33:37,0.864460541;-0.502700679;2.000
01/14/2018 00:33:38,0.044061988;-0.999028799;2.000
01/14/2018 00:33:39,-0.816846953;-0.576854448;2.000
01/14/2018 00:33:40,-0.926750573;0.375677222;2.000
01/14/2018 00:33:41,-0.18460399;0.982812987;2.000
01/14/2018 00:33:42,0.72726665;0.686355024;2.000
01/14/2018 00:33:43,0.970491686;-0.241134582;2.000
01/14/2018 00:33:44,0.321451142;-0.946926166;2.000
01/14/2018 00:33:45,-0.6231301;-0.7821182;2.000
01/14/2018 00:33:46,-0.994808402;0.101765632;2.000
01/14/2018 00:33:47,-0.451864446;0.892086611;2.000
01/14/2018 00:33:48,0.506521597;0.862227274;2.000
01/14/2018 00:33:49,0.99921402;0.039640157;2.000
01/14/2018 00:33:50,0.573233681;-0.819391937;2.000
01/14/2018 00:33:51,-0.379775061;-0.925078863;2.000
01/14/2018 00:33:52,-0.983620363;-0.180252549;2.000
01/14/2018 00:33:53,-0.68312964;0.730297128;2.000
01/14/2018 00:33:54,0.245427324;0.969414993;2.000
01/14/2018 00:33:55,0.948339538;0.317257184;2.000
01/14/2018 00:33:56,0.779352754;-0.626585417;2.000
01/14/2018 00:33:57,-0.106167357;-0.994348275;2.000
01/14/2018 00:33:58,-0.89407769;-0.447911915;2.000
01/14/2018 00:33:59,-0.859977118;0.510332594;2.000
01/14/2018 00:34:00,-0.035217549;0.99937967;2.000
01/14/2018 00:34:01,0.821920872;0.569601686;2.000
01/14/2018 00:34:02,0.923389034;-0.383865461;2.000
01/14/2018 00:34:03,0.175897577;-0.984408473;2.000
01/14/2018 00:34:04,-0.733313301;-0.679890875;2.000
01/14/2018 00:34:05,-0.968319312;0.249715258;2.000
01/14/2018 00:34:06,-0.313057013;0.949734335;2.000
01/14/2018 00:34:07,0.63002846;0.776572044;2.000
01/14/2018 00:34:08,0.993868672;-0.110567003;2.000
01/14/2018 00:34:09,0.443950611;-0.896051257;2.000
01/14/2018 00:34:10,-0.514133595;-0.857710118;2.000
01/14/2018 00:34:11,-0.999525745;-0.030794252;2.000
01/14/2018 00:34:12,-0.565958534;0.824433707;2.000
01/14/2018 00:34:13,0.387948343;0.921681118;2.000
01/14/2018 00:34:14,0.985177302;0.171539159;2.000
01/14/2018 00:34:15,0.676638793;-0.736315111;2.000
01/14/2018 00:34:16,-0.253998301;-0.967204664;2.000
01/14/2018 00:34:17,-0.951110529;-0.30885071;2.000
01/14/2018 00:34:18,-0.773776123;0.633459163;2.000
01/14/2018 00:34:19,0.114964483;0.993369603;2.000
01/14/2018 00:34:20,0.898007273;0.439980611;2.000
01/14/2018 00:34:21,0.855426318;-0.517924526;2.000
01/14/2018 00:34:22,0.026370351;-0.999652242;2.000
01/14/2018 00:34:23,-0.826930395;-0.562304297;2.000
01/14/2018 00:34:24,-0.919955149;0.392023626;2.000
01/14/2018 00:34:25,-0.167177382;0.985926834;2.000
01/14/2018 00:34:26,0.739302499;0.673373459;2.000
01/14/2018 00:34:27,0.966071072;-0.25827637;2.000
01/14/2018 00:34:28,0.304638357;-0.952468095;2.000
01/14/2018 00:34:29,-0.636877459;-0.770965046;2.000
01/14/2018 00:34:30,-0.992851076;0.119359711;2.000
01/14/2018 00:34:31,-0.436001993;0.8999457;2.000
01/14/2018 00:34:32,0.521705312;0.853125763;2.000
01/14/2018 00:34:33,0.999759159;0.021945934;2.000
01/14/2018 00:34:34,0.558639046;-0.829410885;2.000
01/14/2018 00:34:35,-0.39609123;-0.918211162;2.000
01/14/2018 00:34:36,-0.986657055;-0.162812331;2.000
01/14/2018 00:34:37,-0.670094934;0.742275406;2.000
01/14/2018 00:34:38,0.262549379;0.964918558;2.000
01/14/2018 00:34:39,0.953807004;0.300420037;2.000
01/14/2018 00:34:40,0.768138868;-0.64028328;2.000
01/14/2018 00:34:41,-0.123752601;-0.992313103;2.000
01/14/2018 00:34:42,-0.901866499;-0.432014835;2.000
01/14/2018 00:34:43,-0.850808498;0.52547588;2.000
01/14/2018 00:34:44,-0.017521087;0.999846494;2.000
01/14/2018 00:34:45,0.83187513;0.554962853;2.000
01/14/2018 00:34:46,0.916449189;-0.400151076;2.000
01/14/2018 00:34:47,0.15844409;-0.987367951;2.000
01/14/2018 00:34:48,-0.745233775;-0.666803285;2.000
01/14/2018 00:34:49,-0.963747144;0.266817246;2.000
01/14/2018 00:34:50,-0.296195833;0.955127231;2.000
01/14/2018 00:34:51,0.64367656;0.765297645;2.000
01/14/2018 00:34:52,0.991755693;-0.128143067;2.000
01/14/2018 00:34:53,0.428019215;-0.903769634;2.000
01/14/2018 00:34:54,-0.529236155;-0.848474568;2.000
01/14/2018 00:34:55,-0.999914245;-0.013095897;2.000
01/14/2018 00:34:56,-0.551275789;0.834323081;2.000
01/14/2018 00:34:57,0.404203085;0.914669266;2.000
01/14/2018 00:34:58,0.988059507;0.154072746;2.000
01/14/2018 00:34:59,0.663498575;-0.748177546;2.000
01/14/2018 00:35:00,-0.271079887;-0.962556853;2.000
01/14/2018 00:35:01,-0.956428751;-0.291965828;2.000
01/14/2018 00:35:02,-0.762441432;0.647057233;2.000
01/14/2018 00:35:03,0.132531023;0.991178858;2.000
01/14/2018 00:35:04,0.905655067;0.424015212;2.000
01/14/2018 00:35:05,0.846124019;-0.532986064;2.000
01/14/2018 00:35:06,0.00867045;-0.999962411;2.000
01/14/2018 00:35:07,-0.836754691;-0.547577929;2.000
01/14/2018 00:35:08,-0.912871428;0.408247176;2.000
01/14/2018 00:35:09,-0.149698384;0.98873171;2.000
01/14/2018 00:35:10,0.751106663;0.660180869;2.000
01/14/2018 00:35:11,0.961347708;-0.275337218;2.000
01/14/2018 00:35:12,0.287730104;-0.957711537;2.000
01/14/2018 00:35:13,-0.650425231;-0.759570285;2.000
01/14/2018 00:35:14,-0.990582608;0.136916383;2.000
01/14/2018 00:35:15,-0.420002904;0.907522761;2.000
01/14/2018 00:35:16,0.536725534;0.843756897;2.000
01/14/2018 00:35:17,0.999990991;0.004244834;2.000
01/14/2018 00:35:18,0.543869342;-0.83916991;2.000
01/14/2018 00:35:19,-0.412283271;-0.911055709;2.000
01/14/2018 00:35:20,-0.989384546;-0.14532109;2.000
01/14/2018 00:35:21,-0.656850233;0.754021069;2.000
01/14/2018 00:35:22,0.279589156;0.960119734;2.000
01/14/2018 00:35:23,0.958975564;0.283488744;2.000
01/14/2018 00:35:24,0.756684261;-0.65378049;2.000
01/14/2018 00:35:25,-0.141299062;-0.989966957;2.000
01/14/2018 00:35:26,-0.909372679;-0.415982369;2.000
01/14/2018 00:35:27,-0.841373249;0.540454491;2.000
01/14/2018 00:35:28,0.000180866;0.999999984;2.000
01/14/2018 00:35:29,0.841568693;0.540150103;2.000
01/14/2018 00:35:30,0.909222145;-0.416311291;2.000
01/14/2018 00:35:31,0.14094095;-0.990018004;2.000
